female;village;village_lang;year_of_birth;azerikum;avar;rus;archi;lak;aghul;azeri;lezgi;chirag;tabassaran;kum;mehweb;dargwa;rutul;tsakhur;georgian;uzbe;kajtag;chechen;botlikh;shukty;tsudakhar;mugi;adyghe;gapshima;osetin;armenian;andi;rikvani;zilo;mekegi;ingush;close_multiling_list;personal;multiling;multiling_withoutrus;close_multiling;far_multiling;far_multiling_list
0;shalib;lak;1885;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;shalib;lak;1889;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;shalib;lak;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1890;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
0;shalib;lak;1890;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;shalib;lak;1891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;shalib;lak;1893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1899;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;shalib;lak;1900;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
0;shalib;lak;1900;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;shalib;lak;1901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1904;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;shalib;lak;1904;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1904;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;shalib;lak;1905;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;shalib;lak;1906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;shalib;lak;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1910;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;shalib;lak;1914;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;shalib;lak;1916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1927;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;shalib;lak;1930;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;shalib;lak;1931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1931;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;shalib;lak;1931;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;shalib;lak;1931;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;shalib;lak;1932;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1932;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;shalib;lak;1933;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;shalib;lak;1933;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;shalib;lak;1933;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;0;1;azerikum
1;shalib;lak;1934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1935;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;shalib;lak;1938;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1941;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;shalib;lak;1942;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;shalib;lak;1952;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1955;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1965;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;shalib;lak;1966;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;shalib;lak;1966;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;shalib;lak;1967;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;shalib;lak;1968;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;shalib;lak;1968;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;shalib;lak;1972;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;shalib;lak;1987;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;chitab;avar;1865;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
0;chitab;avar;1877;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;0;1;azerikum
1;chitab;avar;1880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1888;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;chitab;avar;1890;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;chitab;avar;1891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1900;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;1;1;azerikum
1;chitab;avar;1902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1907;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;chitab;avar;1909;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;3;2;1;azerikum
1;chitab;avar;1909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1912;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;chitab;avar;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1913;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
0;chitab;avar;1914;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;chitab;avar;1916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1917;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;chitab;avar;1919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1920;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;1;1;azerikum
1;chitab;avar;1922;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
0;chitab;avar;1925;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;chitab;avar;1925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1926;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1927;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1928;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;chitab;avar;1928;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;1;1;0;
1;chitab;avar;1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1928;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1933;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;chitab;avar;1936;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1938;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1939;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1939;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;chitab;avar;1941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1944;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;chitab;avar;1949;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1949;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
0;chitab;avar;1950;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;chitab;avar;1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
0;chitab;avar;1954;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;chitab;avar;1955;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;chitab;avar;1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1959;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1973;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
1;chitab;avar;1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;0;0;0;0;
1;chitab;avar;1983;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;chitab;avar;1990;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;1;0;0;0;
0;archib;archi;1848;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
1;archib;archi;1852;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
0;archib;archi;1880;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;archib;archi;1890;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
0;archib;archi;1906;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;4;3;2;1;azerikum
0;archib;archi;1907;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;3;2;1;azerikum
0;archib;archi;1908;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;3;2;1;azerikum
1;archib;archi;1918;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
0;archib;archi;1920;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
0;archib;archi;1928;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;archib;archi;1930;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
1;archib;archi;1938;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;2;2;0;
1;archib;archi;1941;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;archib;archi;1943;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;archib;archi;1949;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1950;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
0;archib;archi;1951;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;archib;archi;1961;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1965;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;3;2;2;0;
1;archib;archi;1970;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
0;archib;archi;1971;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1980;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1981;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1984;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;archib;archi;1988;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lak,avar,archi;2;2;1;1;0;
1;richa;aghul;1896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;0;0;0;0;
1;richa;aghul;1898;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;3;3;0;3;azeri,lak,lezgi
0;richa;aghul;1900;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;4;3;0;3;azeri,lak,lezgi
1;richa;aghul;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;0;0;0;0;
0;richa;aghul;1905;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;1;1;0;1;lezgi
0;richa;aghul;1906;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;5;4;1;3;azeri,lak,lezgi
1;richa;aghul;1907;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;2;1;0;1;lezgi
0;richa;aghul;1907;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;3;2;0;2;azeri,lezgi
0;richa;aghul;1907;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;4;3;0;3;azeri,lak,lezgi
0;richa;aghul;1909;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;4;4;0;4;azeri,kum,lak,lezgi
1;richa;aghul;1909;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;2;2;0;2;lak,lezgi
1;richa;aghul;1910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;0;0;0;0;
0;richa;aghul;1913;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;4;3;0;3;azeri,lak,lezgi
1;richa;aghul;1915;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;1;1;0;1;lezgi
0;richa;aghul;1915;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;2;1;0;1;lezgi
0;richa;aghul;1921;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;5;4;0;4;azeri,dargwa,kum,lezgi
1;richa;aghul;1930;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;aghul,chirag;0;1;1;0;1;lezgi
